,DatasetID,Exp_Name,Condition,Level,Triplicate,Exp1ImputeRMSEAcc,Exp2ImputeModel,Exp2train_explained_var,Exp2train_r2,Exp2train_rmse,Exp2ori_explained_var,Exp2ori_r2,Exp2ori_rmse,Exp2impute_explained_var,Exp2impute_r2,Exp2impute_rmse,Exp2RegressorModel,Exp2duration,Exp2inference_duration,Exp3train_explained_var,Exp3train_r2,Exp3train_rmse,Exp3ori_explained_var,Exp3ori_r2,Exp3ori_rmse,Exp3impute_explained_var,Exp3impute_r2,Exp3impute_rmse,Exp3ImputeModel,Exp3TrainRMSEAcc,Exp3ImputeRMSEAcc,Exp3RegressorModel,Exp3duration,Exp3inference_duration
0,189,reg_non_simple_,MNAR_,0.01_,1/,0,0.0,0.9714750214957891,0.9714750214957891,0.04470361296579616,0.7899586027812131,0.7899293469864711,0.11877495371460182,0.7702036472763295,0.7701265558217472,0.12424719089698712,HistGradientBoostingRegressor,294.4386377334595,0.011583089828491211,0.9531489315124401,0.9530826795082589,0.057331930011997684,0.9258911747394248,0.925891152106062,0.07054678197268618,0.9056874951545022,0.9056839830875418,0.07958567479506878,KNNImputer,0.2898915652483231,0.2938725165313794,MLPRegressor,10501.548249721527,0.09292125701904297
1,189,reg_non_simple_,MNAR_,0.1_,1/,0,0.0,0.8814820528170256,0.8814820528170256,0.09112174370434384,0.7545623796637675,0.7544741267934274,0.12840762376605108,0.5972814786565046,0.5972738117405414,0.1644550116793538,HistGradientBoostingRegressor,310.7807207107544,0.010323524475097656,0.7629855969039941,0.7629305493061159,0.12887472697354882,0.8889958343870539,0.8889882590206544,0.08634290054449953,0.6995484141039103,0.6995032429891708,0.1420568145186406,IterativeImputer,0.2918282140297099,0.2897845863477305,MLPRegressor,13309.59716463089,0.030629873275756836
2,189,reg_non_simple_,MNAR_,0.3_,1/,0,0.0,0.676639693506043,0.676639693506043,0.15051275854651605,0.6222799504865397,0.6219915893678677,0.1593282949573171,0.36720742729767464,0.36712426184466007,0.2061585735493858,LGBMRegressor,317.54915142059326,0.03330588340759277,0.4831062224781765,0.48252853725470235,0.19040272682715584,0.7699088640282512,0.7696523086824338,0.1243752907634466,0.4422858982477025,0.4417516234669888,0.1936225393146452,IterativeImputer,0.2875652484630638,0.28402080155440934,MLPRegressor,12106.952510118484,0.03725075721740723
3,189,reg_non_simple_,MNAR_,0.5_,1/,0,0.0,0.42446765721609936,0.42446765721609925,0.2008005179526954,0.49233056991406554,0.4886906283356738,0.18530368399871436,0.18107765249828744,0.18052272604761588,0.23459061518719804,HistGradientBoostingRegressor,329.8793954849243,0.010620355606079102,0.3755964871235131,0.37559425830841064,0.209152669607382,0.4894598812412485,0.4888160824775696,0.18528094315035834,0.20800570183521783,0.2078586220741272,0.2306447178567353,KNNImputer,0.2933447364423827,0.2882289778590391,XGBRegressor,7584.624909877777,2.365060806274414
4,189,reg_non_simple_,MNAR_,0.01_,2/,0,0.0,0.9570880029123106,0.9570880029123104,0.054830136222196624,0.7937917731154096,0.7937902554718053,0.11767840387256849,0.7831187150360754,0.7830949908468308,0.12069157865458031,HistGradientBoostingRegressor,455.81068229675293,0.011004924774169922,0.951514218675024,0.9513072087019528,0.05840664995800712,0.9229234795013433,0.922412561295292,0.07218349146737227,0.9056469544964572,0.9053456391125954,0.07972829758734933,KNNImputer,0.29198373810461753,0.302314994185736,MLPRegressor,8250.49013376236,0.1038825511932373
5,189,reg_non_simple_,MNAR_,0.1_,2/,0,0.0,0.885608156654794,0.885608156654794,0.08952152890064097,0.7428670694564696,0.7428564677618603,0.131410473378865,0.6038835152793678,0.6038445822597046,0.16310789274328355,HistGradientBoostingRegressor,390.3503692150116,0.01197361946105957,0.779619171180803,0.776171269072899,0.12522408807275995,0.8901429275214314,0.888378892799926,0.08657955317757024,0.7006202219897094,0.6954985418019224,0.14300027264106085,IterativeImputer,0.28810579704575356,0.2888355568332672,MLPRegressor,12398.591479301453,0.050868988037109375
6,189,reg_non_simple_,MNAR_,0.3_,2/,0,0.0,0.6716276877214384,0.6716276877214384,0.1516747287967649,0.6347799065295223,0.6346902948951341,0.15662921892501094,0.33460071575042016,0.33409166965354486,0.2114703095656782,HistGradientBoostingRegressor,372.8240520954132,0.010869264602661133,0.48610573083116837,0.4842456214784002,0.19008656525544457,0.8054594745302505,0.7933792689452561,0.11779561502681034,0.41433075726993873,0.4116675167471109,0.1987712600774714,IterativeImputer,0.2889698217543866,0.28911001578538437,MLPRegressor,12692.865176677704,0.03043055534362793
7,189,reg_non_simple_,MNAR_,0.5_,2/,0,0.0,0.42336433306154964,0.4233643330615495,0.20099289809124693,0.5181698971392654,0.5181257048862655,0.17989084308163475,0.21574723601673473,0.21570615491499834,0.2294994137710224,LGBMRegressor,295.47975420951843,0.03505420684814453,0.2998526872708642,0.299677057984451,0.22150275812505318,0.6384130693745916,0.6305019002864118,0.15752456236239298,0.23244204428049597,0.23213260611879116,0.22708334890161874,KNNImputer,0.29540552477519066,0.29360053162569616,MLPRegressor,9217.522058486938,2.4151055812835693
8,189,reg_non_simple_,MNAR_,0.01_,3/,0,0.0,0.9679891403338801,0.9679889678955078,0.04735653196886295,0.8091740800626661,0.8091543912887573,0.11320959930509261,0.7872054383782254,0.7870688438415527,0.11958089347650236,XGBRegressor,318.67037534713745,0.02771472930908203,0.9349787912853325,0.9330930356331639,0.06846452895497478,0.9253085768715883,0.9221740751819061,0.07229434415400994,0.9072316819413347,0.9035867489269891,0.08046565316135906,IterativeImputer,0.2880029854299086,0.27513332955132835,MLPRegressor,7332.046027183533,0.02293705940246582
9,189,reg_non_simple_,MNAR_,0.1_,3/,0,0.0,0.8673168333830981,0.8673141002655029,0.09641449251292576,0.7439395102146091,0.743924617767334,0.13113725632209808,0.6209753633635311,0.620975136756897,0.15954236099769525,XGBRegressor,344.7459719181061,0.04124331474304199,0.7755093816518726,0.7752106798424319,0.12549250787601235,0.8841242633493536,0.8833738939972584,0.08849934670500241,0.7157007605868813,0.7150007870481601,0.1383451719416579,KNNImputer,0.2893865028349093,0.2937672113313501,MLPRegressor,10752.557441234589,0.6866540908813477
10,189,reg_non_simple_,MNAR_,0.3_,3/,0,0.0,0.6755109018780319,0.6755109018780319,0.15077523592279402,0.6215342346770542,0.6215009578755197,0.15943166055441002,0.31910970739202327,0.31896908099957133,0.21385804474293554,LGBMRegressor,371.4065001010895,0.0399935245513916,0.4656683568803981,0.4654469877911841,0.1935197757455764,0.7569248379216761,0.756019841492167,0.128002788783545,0.4137034035399866,0.413524444605189,0.19845732568845506,IterativeImputer,0.2882727945673339,0.28679104424012875,MLPRegressor,9113.249144554138,0.030667543411254883
11,189,reg_non_simple_,MNAR_,0.5_,3/,0,0.0,0.43705512235474364,0.43705512235474364,0.19859252487072263,0.49215114936172877,0.49159058403902656,0.18477745015920408,0.21311135252940705,0.21290492554837082,0.22990889517078106,HistGradientBoostingRegressor,262.87653255462646,0.011822223663330078,0.3264184369909776,0.32344184163244816,0.21771208109840925,0.6104100565979004,0.6029471475824255,0.16329253728706128,0.251274004039018,0.2478713889151566,0.2247440650729208,KNNImputer,0.2939743499805904,0.29079792448657393,MLPRegressor,6657.425461530685,2.8851418495178223
12,189,reg_simple_,MNAR_,0.01_,1/,0.28058234977210583,0.0,0.94097356691742,0.9408444626420891,0.06437654476359712,0.9259690490223336,0.9259540871011256,0.07051682060834974,0.9010797430369932,0.9010620230512901,0.0815124018023427,MLPRegressor,10250.900631904602,0.07427191734313965,0.9461417249296048,0.9461362512181076,0.06142967950312253,0.9289131843380425,0.9288309497971947,0.06913337547729254,0.912837754324977,0.9127970451848925,0.07652578223810104,SimpleImputer,0.2936035200080718,0.2650543640485756,MLPRegressor,7278.606927871704,0.023934125900268555
13,189,reg_simple_,MNAR_,0.1_,1/,0.274131431085321,0.0,0.7777134675549439,0.7738014597034266,0.12588525400104006,0.8960544587978096,0.8943316766392156,0.08423926819511844,0.7153002245076321,0.711736348979122,0.13913523265945177,MLPRegressor,13380.299926519394,0.07613730430603027,0.7459911418112104,0.7449796568787739,0.1336648989454988,0.8755520228833827,0.8729604204482797,0.092365907380192,0.7042865060051235,0.7004349282577609,0.14183642114228162,SimpleImputer,0.2903080336698366,0.2891710456432881,MLPRegressor,10831.471890211105,0.013310909271240234
14,189,reg_simple_,MNAR_,0.3_,1/,0.26564522792726347,0.0,0.4933115364073586,0.49210067742337016,0.18863348061441015,0.7481511499431277,0.7479876603864868,0.1300927458072227,0.4209342346875229,0.4191117673250315,0.19750971691951416,MLPRegressor,10823.312502384186,0.022927284240722656,0.5172450383073259,0.5172434182876884,0.18390522285916225,0.7977424781092923,0.7968720600278785,0.11679574176053333,0.4347970778016864,0.4347214223402308,0.19483790034466292,SimpleImputer,0.28600373014216274,0.2862937840565454,MLPRegressor,4787.489459037781,0.026782989501953125
