,DatasetID,Exp_Name,Triplicate,Exp1ImputeRMSEAcc,Exp2train_auroc,Exp2train_accuracy,Exp2train_balanced_accuracy,Exp2train_logloss,Exp2train_f1,Exp2ori_auroc,Exp2ori_accuracy,Exp2ori_balanced_accuracy,Exp2ori_logloss,Exp2ori_f1,Exp2impute_auroc,Exp2impute_accuracy,Exp2impute_balanced_accuracy,Exp2impute_logloss,Exp2impute_f1,Exp2ClassifierModel,Exp2duration,Exp2inference_duration,Exp3train_auroc,Exp3train_accuracy,Exp3train_balanced_accuracy,Exp3train_logloss,Exp3train_f1,Exp3ori_auroc,Exp3ori_accuracy,Exp3ori_balanced_accuracy,Exp3ori_logloss,Exp3ori_f1,Exp3impute_auroc,Exp3impute_accuracy,Exp3impute_balanced_accuracy,Exp3impute_logloss,Exp3impute_f1,Exp3ImputeModel,Exp3ClassifierModel,Exp3duration,Exp3inference_duration
0,home,class_simple_,1/,0.3181683068686917,0.9521466745225349,0.8781362007168458,0.874657606405394,0.4084072982013756,0.8537640946300159,0.7878296483404539,0.670487106017192,0.69922350079521,0.5888872570126208,0.6470127791312301,0.7992848307190153,0.751432664756447,0.7098185050051455,0.5132909371467931,0.6993573332588572,RandomForestClassifier,1838.7074892520905,0.09589576721191406,0.9999484621227492,0.996415770609319,0.9965029030294517,0.24597112337959634,0.9954734033241444,0.7822449870583467,0.7356733524355301,0.7131500712050811,0.5481805164113505,0.6921307848297056,0.7964912007151692,0.7621776504297995,0.6864169811124625,0.4989874992289055,0.6910013627429803,SimpleImputer,RandomForestClassifier,1181.1452729701996,0.1322174072265625
1,home,class_simple_,2/,0.3207243435684567,0.9918999365287468,0.9387096774193548,0.9484068455307393,0.35147261926396045,0.926086314588878,0.7869278905624681,0.6926934097421203,0.7094598808744192,0.5750029095221802,0.6647550082372047,0.7953711499880458,0.747134670487106,0.7068715501917859,0.5174251097488713,0.6954698178397976,RandomForestClassifier,1011.4575064182281,0.11424493789672852,0.9993677261683653,0.9804659498207885,0.985148312028843,0.24824984244074516,0.9757486868258016,0.7746956892339997,0.6862464183381088,0.7050394486543798,0.5764436639554061,0.6590907570334192,0.7968004490597812,0.7578796561604585,0.6967755012941653,0.49073568330411754,0.6954624781849913,SimpleImputer,RandomForestClassifier,1228.850864648819,0.1085665225982666
2,home,class_simple_,3/,0.3243886626441224,0.9692735077752286,0.906989247311828,0.9000561876668072,0.38423129949103646,0.8861993050582213,0.7835183625949834,0.6998567335243553,0.7110451034812528,0.5740415732478329,0.6698282601639785,0.7959324747144001,0.7550143266475645,0.6981372335006912,0.509730937538427,0.6948177466863035,RandomForestClassifier,1406.4965517520905,0.10296154022216797,0.9856536108379766,0.9340501792114695,0.940016739242403,0.31515997249320443,0.9201229213264611,0.7634769908836707,0.6790830945558739,0.7001278572987807,0.594014204540313,0.652813429853,0.7887106163137598,0.7414040114613181,0.7046054614816893,0.5113985040525152,0.6911744789799534,SimpleImputer,LGBMClassifier,797.9292862415314,0.03411149978637695
3,hosp,class_simple_,1/,0.3370207285666476,0.9815974688660377,0.9331541218637993,0.9238707089995418,0.26954692112219913,0.9161127999782356,0.7943154611895161,0.7872492836676218,0.7308887768817205,0.49646145682886467,0.7295051967293649,0.8029338877688172,0.8030085959885387,0.7176684307795699,0.456855359755601,0.7308018374755537,RandomForestClassifier,2049.6039578914642,0.09449982643127441,0.9850792062840361,0.9419354838709677,0.9537800137535933,0.2739297932177686,0.9295454545454546,0.7910707535282258,0.748567335243553,0.7224934895833333,0.5285536178207042,0.7025667485120628,0.8013141591061828,0.7979942693409742,0.734789776545699,0.47504628043911945,0.7380047278303092,SimpleImputer,RandomForestClassifier,951.322594165802,0.10199403762817383
4,hosp,class_simple_,2/,0.3183977293540401,0.9840776465694241,0.9401433691756272,0.9326952200107067,0.2597590155585206,0.9248686131951827,0.7933861517137097,0.7772206303724928,0.723197034610215,0.5033733284768949,0.7195604753356799,0.8025584887432796,0.8037249283667621,0.7190125168010753,0.4583679193874913,0.7320522412107049,RandomForestClassifier,1800.4926571846008,0.09482002258300781,0.9646990010176477,0.9021505376344086,0.8830777120705429,0.3167539409516612,0.8769302808514103,0.7946961105510753,0.7679083094555874,0.7271190356182795,0.5165627007945246,0.7161746987951807,0.804230720766129,0.7972779369627507,0.7240318380376345,0.46908463253561683,0.731490109322486,SimpleImputer,RandomForestClassifier,1193.6727623939514,0.09297513961791992
5,hosp,class_simple_,3/,0.32192624384266,0.9845660321047414,0.9410394265232975,0.9326655885521773,0.25950199526272255,0.9258274654452803,0.7956201696908602,0.7915472779369628,0.7346742691532258,0.49637376591983196,0.7340717392798579,0.8022723454301076,0.7965616045845272,0.7081390709005376,0.4569258401422618,0.7211416996075232,RandomForestClassifier,1738.3570482730865,0.09776115417480469,0.9521782733609576,0.8743727598566309,0.8472611585424212,0.34388642813620096,0.8418960541675715,0.7925382224462366,0.7507163323782235,0.723102528561828,0.5336876281468987,0.7041183994153115,0.8054514238911289,0.7958452722063037,0.7299017137096775,0.4744578890026898,0.7340307122128877,SimpleImputer,RandomForestClassifier,1729.7446329593658,0.09313797950744629
6,rehab,class_simple_,1/,0.3265860773718241,0.9686913461844855,0.9060931899641577,0.9012008415450294,0.3641948090209047,0.8688338326815817,0.7557108646019456,0.6969914040114613,0.67618374032162,0.5591995508170361,0.6286148243884492,0.7729768463371054,0.7786532951289399,0.683734117530276,0.4820652303482532,0.6770567638447078,RandomForestClassifier,2559.1025767326355,0.09248971939086914,0.9363126913353038,0.8555555555555555,0.8490624327241951,0.39598197766906496,0.8060093167701863,0.7370427585864602,0.6848137535816619,0.6722627556084971,0.5817266421142214,0.6201454509474101,0.7581987045860632,0.7585959885386819,0.6760906789755807,0.49662938039694415,0.6617417082312642,SimpleImputer,RandomForestClassifier,1696.655965089798,0.08567428588867188
7,rehab,class_simple_,2/,0.32029385663425547,0.999143727155371,0.9657706093189964,0.97804875489729,0.27035890093812603,0.951063686861593,0.752968656938654,0.7163323782234957,0.6758176990271987,0.5446358062701941,0.6390362389813908,0.7668099811395672,0.7671919770773639,0.6626340083382966,0.4743677432139111,0.6579192411944552,RandomForestClassifier,1730.7074615955353,0.10567688941955566,0.9469118608264209,0.8551971326164874,0.8696615555837073,0.370437374972474,0.8115259200351277,0.7629758536827477,0.7292263610315186,0.7066396168354179,0.5450273632864894,0.6605268033596838,0.7698965157832043,0.747134670487106,0.6927734762755609,0.5055368808983047,0.6644429569777885,SimpleImputer,LGBMClassifier,1658.5668861865997,0.04273390769958496
8,rehab,class_simple_,3/,0.30227063478690425,0.9511668004734664,0.8652329749103943,0.8791604134979843,0.3614157293470823,0.823149176663527,0.7532664532459799,0.7027220630372493,0.6848446495930116,0.5549261534842159,0.6356386574969418,0.7628952005161802,0.7406876790830945,0.6798813778042485,0.5060793456799115,0.6542502387774594,LGBMClassifier,855.70587682724,0.04136157035827637,0.9976466583403345,0.9659498207885304,0.971220139257516,0.3506800139364981,0.9506920048308999,0.7419346833432598,0.7163323782234957,0.6632233968632122,0.5566117337387904,0.6327438449171572,0.7586857256303354,0.7693409742120344,0.6539172622592813,0.5111094604736689,0.6531414743755941,SimpleImputer,RandomForestClassifier,1393.56556558609,0.12228751182556152
9,los,class_simple_,1/,0.34403813824993773,0.9967484527090067,0.9637992831541219,0.975465144987482,0.2785742129873947,0.9489425311306695,0.7886753491849032,0.7979942693409742,0.6861916097584888,0.47766903699621716,0.6907846162063321,0.7926336461368308,0.7972779369627507,0.6894222785942532,0.4697272876360651,0.692456198120647,ExtraTreesClassifier,998.5333704948425,0.08482646942138672,0.9487120896228791,0.8808243727598566,0.8672396267386134,0.3868022604328746,0.8363464529757474,0.7751491254675967,0.7700573065902578,0.6979332297803635,0.525637872123408,0.6818693289961387,0.7910926063792305,0.7843839541547278,0.6984326124453513,0.482600478847253,0.6904530905260211,SimpleImputer,RandomForestClassifier,945.3260526657104,0.09213495254516602
